Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
3914  | 0        | 0        | 1        | 0        | 20.131686  | 20.131686 | 59.000000 | 19.191851 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.758128  | 
3915  | 1        | 0        | 0        | 1        | 20.131686  | 20.123951 | 59.000000 | 19.192032 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.759991  | 
3916  | 2        | 0        | 0        | 2        | 20.131686  | 20.129354 | 0.000000  | 19.192095 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.761853  | 
3917  | 3        | 0        | 0        | 3        | 20.131686  | 20.127444 | 0.000000  | 19.192371 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.763779  | 
3918  | 4        | 0        | 0        | 4        | 20.131686  | 20.128706 | 59.000000 | 19.192463 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.765675  | 
3919  | 5        | 0        | 0        | 5        | 20.131686  | 20.126394 | 59.000000 | 19.192624 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.767599  | 
3920  | 6        | 0        | 0        | 6        | 20.131686  | 20.130386 | 0.000000  | 19.192685 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.769500  | 
3921  | 7        | 0        | 0        | 7        | 20.131686  | 20.128464 | 0.000000  | 19.192928 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.771387  | 
3922  | 8        | 0        | 0        | 8        | 20.131686  | 20.129714 | 59.000000 | 19.193019 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.773238  | 
3923  | 9        | 0        | 0        | 9        | 20.131686  | 20.127671 | 59.000000 | 19.193165 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.775086  | 
3924  | 10       | 0        | 0        | 10       | 20.131686  | 20.131193 | 0.000000  | 19.193209 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.776974  | 
3925  | 11       | 0        | 0        | 11       | 20.131686  | 20.129776 | 0.000000  | 19.193438 | 45.000 | 0.0010 | 0.005237 | 0.000098 | NO          | 9.778909  | 
