Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
625   | 9        | 0        | 0        | 9        | 16.318182  | 16.109882 | 59.000000 | 16.207607 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.823430  | 
626   | 10       | 0        | 0        | 10       | 16.318182  | 16.269658 | 0.000000  | 16.207918 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.825561  | 
627   | 11       | 0        | 0        | 11       | 16.318182  | 16.272137 | 0.000000  | 16.219154 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.827785  | 
628   | 12       | 0        | 0        | 12       | 16.318182  | 16.243009 | 59.000000 | 16.220296 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.829916  | 
629   | 13       | 0        | 0        | 13       | 16.318182  | 16.156284 | 59.000000 | 16.216515 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.831936  | 
630   | 14       | 0        | 0        | 14       | 16.318182  | 16.275602 | 0.000000  | 16.216811 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.841782  | 
631   | 15       | 0        | 0        | 15       | 16.318182  | 16.277387 | 0.000000  | 16.227753 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.843905  | 
632   | 16       | 0        | 0        | 16       | 16.318182  | 16.276211 | 59.000000 | 16.231038 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.845920  | 
633   | 17       | 0        | 0        | 17       | 16.318182  | 16.127289 | 59.000000 | 16.224713 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.847832  | 
634   | 18       | 0        | 0        | 18       | 16.318182  | 16.274682 | 0.000000  | 16.224963 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.849765  | 
635   | 19       | 0        | 0        | 19       | 16.318182  | 16.276655 | 0.000000  | 16.233883 | 45.000 | 0.0000 | 0.027874 | 0.050000 | NO          | 1.852765  | 
636   | 20       | 0        | 0        | 20       | 16.318182  | 16.275020 | 59.000000 | 16.236673 | 45.000 | 0.0001 | 0.027874 | 0.050000 | NO          | 1.855161  | 
637   | 21       | 0        | 0        | 1        | 16.318182  | 16.189955 | 59.000000 | 16.233818 | 45.000 | 0.0000 | 0.018675 | 0.050000 | NO          | 1.857270  | 
638   | 22       | 0        | 0        | 2        | 16.318182  | 16.299928 | 0.000000  | 16.234148 | 45.000 | 0.0000 | 0.018675 | 0.050000 | NO          | 1.859332  | 
639   | 23       | 0        | 0        | 3        | 16.318182  | 16.300590 | 0.000000  | 16.246623 | 45.000 | 0.0000 | 0.018675 | 0.050000 | NO          | 1.861301  | 
640   | 0        | 1        | 0        | 0        | 16.336476  | 16.336476 | 0.000000  | 16.252548 | 45.000 | 0.0000 | 0.018675 | 0.050000 | NO          | 1.863282  | 
641   | 1        | 0        | 0        | 1        | 16.336476  | 16.308895 | 59.000000 | 16.256199 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.865223  | 
642   | 2        | 0        | 0        | 2        | 16.336476  | 16.187561 | 59.000000 | 16.251730 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.867673  | 
643   | 3        | 0        | 0        | 3        | 16.336476  | 16.285079 | 0.000000  | 16.251897 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.869896  | 
644   | 4        | 0        | 0        | 4        | 16.336476  | 16.287258 | 0.000000  | 16.258452 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.872160  | 
645   | 5        | 0        | 0        | 5        | 16.336476  | 16.221369 | 59.000000 | 16.258266 | 45.000 | 0.0001 | 0.020543 | 0.050000 | NO          | 1.874213  | 
646   | 6        | 0        | 0        | 6        | 16.336476  | 16.214531 | 59.000000 | 16.255667 | 45.000 | 0.0001 | 0.020543 | 0.050000 | NO          | 1.876133  | 
647   | 7        | 0        | 0        | 7        | 16.336476  | 16.287425 | 0.000000  | 16.255825 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.878071  | 
648   | 8        | 0        | 0        | 8        | 16.336476  | 16.289880 | 0.000000  | 16.262082 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.880332  | 
649   | 9        | 0        | 0        | 9        | 16.336476  | 16.248239 | 59.000000 | 16.261787 | 45.000 | 0.0001 | 0.020543 | 0.050000 | NO          | 1.882370  | 
650   | 10       | 0        | 0        | 10       | 16.336476  | 16.217466 | 59.000000 | 16.259171 | 45.000 | 0.0001 | 0.020543 | 0.050000 | NO          | 1.884895  | 
651   | 11       | 0        | 0        | 11       | 16.336476  | 16.289902 | 0.000000  | 16.259324 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.887075  | 
652   | 12       | 0        | 0        | 12       | 16.336476  | 16.292191 | 0.000000  | 16.265077 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.889219  | 
653   | 13       | 0        | 0        | 13       | 16.336476  | 16.305558 | 59.000000 | 16.267394 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.891270  | 
654   | 14       | 0        | 0        | 14       | 16.336476  | 16.201975 | 59.000000 | 16.263372 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.893280  | 
655   | 15       | 0        | 0        | 15       | 16.336476  | 16.292726 | 0.000000  | 16.263518 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.895234  | 
656   | 16       | 0        | 0        | 16       | 16.336476  | 16.294570 | 0.000000  | 16.269211 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.897166  | 
657   | 17       | 0        | 0        | 17       | 16.336476  | 16.308924 | 59.000000 | 16.270956 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.899545  | 
658   | 18       | 0        | 0        | 18       | 16.336476  | 16.235254 | 59.000000 | 16.268824 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.901914  | 
659   | 19       | 0        | 0        | 19       | 16.336476  | 16.293887 | 0.000000  | 16.268949 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.904223  | 
660   | 20       | 0        | 0        | 20       | 16.336476  | 16.295779 | 0.000000  | 16.273642 | 45.000 | 0.0000 | 0.020543 | 0.050000 | NO          | 1.913342  | 
661   | 21       | 0        | 0        | 1        | 16.336476  | 16.328315 | 59.000000 | 16.275194 | 45.000 | 0.0000 | 0.013764 | 0.050000 | NO          | 1.916121  | 
662   | 22       | 0        | 0        | 2        | 16.336476  | 16.303616 | 59.000000 | 16.276830 | 45.000 | 0.0000 | 0.013764 | 0.050000 | NO          | 1.918306  | 
663   | 23       | 0        | 0        | 3        | 16.336476  | 16.314617 | 0.000000  | 16.277019 | 45.000 | 0.0000 | 0.013764 | 0.050000 | NO          | 1.920430  | 
664   | 24       | 0        | 0        | 4        | 16.336476  | 16.315043 | 0.000000  | 16.284196 | 45.000 | 0.0000 | 0.013764 | 0.050000 | NO          | 1.922568  | 
665   | 0        | 1        | 0        | 0        | 16.340043  | 16.340043 | 0.000000  | 16.288755 | 45.000 | 0.0000 | 0.013764 | 0.050000 | NO          | 1.924614  | 
666   | 0        | 1        | 0        | 0        | 16.342854  | 16.342854 | 59.000000 | 16.291482 | 45.000 | 0.0000 | 0.015140 | 0.050000 | NO          | 1.926587  | 
667   | 1        | 0        | 0        | 1        | 16.342854  | 16.190756 | 59.000000 | 16.284755 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.928495  | 
668   | 2        | 0        | 0        | 2        | 16.342854  | 16.295445 | 0.000000  | 16.284808 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.930608  | 
669   | 3        | 0        | 0        | 3        | 16.342854  | 16.297405 | 0.000000  | 16.287114 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.933749  | 
670   | 4        | 0        | 0        | 4        | 16.342854  | 16.273951 | 59.000000 | 16.287106 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.935952  | 
671   | 5        | 0        | 0        | 5        | 16.342854  | 16.273071 | 59.000000 | 16.286311 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.938288  | 
672   | 6        | 0        | 0        | 6        | 16.342854  | 16.306947 | 0.000000  | 16.286415 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.940547  | 
673   | 7        | 0        | 0        | 7        | 16.342854  | 16.308131 | 0.000000  | 16.290015 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.942723  | 
674   | 0        | 1        | 0        | 0        | 16.353418  | 16.353418 | 59.000000 | 16.291626 | 45.000 | 0.0000 | 0.016654 | 0.050000 | NO          | 1.944951  | 
675   | 1        | 0        | 0        | 1        | 16.353418  | 16.297180 | 59.000000 | 16.291942 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.947225  | 
676   | 2        | 0        | 0        | 2        | 16.353418  | 16.324723 | 0.000000  | 16.292106 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.949745  | 
677   | 3        | 0        | 0        | 3        | 16.353418  | 16.326337 | 0.000000  | 16.298302 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.951975  | 
678   | 4        | 0        | 0        | 4        | 16.353418  | 16.287559 | 59.000000 | 16.297855 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.954371  | 
679   | 5        | 0        | 0        | 5        | 16.353418  | 16.239826 | 59.000000 | 16.294424 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.956670  | 
680   | 6        | 0        | 0        | 6        | 16.353418  | 16.330058 | 0.000000  | 16.294602 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.958828  | 
681   | 7        | 0        | 0        | 7        | 16.353418  | 16.331499 | 0.000000  | 16.301365 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.960877  | 
682   | 8        | 0        | 0        | 8        | 16.353418  | 16.303382 | 59.000000 | 16.301466 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.963148  | 
683   | 9        | 0        | 0        | 9        | 16.353418  | 16.248250 | 59.000000 | 16.298323 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.965681  | 
684   | 10       | 0        | 0        | 10       | 16.353418  | 16.331958 | 0.000000  | 16.298491 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.967721  | 
685   | 11       | 0        | 0        | 11       | 16.353418  | 16.333199 | 0.000000  | 16.304356 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.969839  | 
686   | 12       | 0        | 0        | 12       | 16.353418  | 16.332523 | 59.000000 | 16.306430 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.972265  | 
687   | 13       | 0        | 0        | 13       | 16.353418  | 16.227169 | 59.000000 | 16.301549 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.974303  | 
688   | 14       | 0        | 0        | 14       | 16.353418  | 16.333912 | 0.000000  | 16.301711 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.976256  | 
689   | 15       | 0        | 0        | 15       | 16.353418  | 16.335032 | 0.000000  | 16.307660 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.978187  | 
690   | 16       | 0        | 0        | 16       | 16.353418  | 16.300646 | 59.000000 | 16.307309 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.988620  | 
691   | 17       | 0        | 0        | 17       | 16.353418  | 16.242201 | 59.000000 | 16.303395 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.990858  | 
692   | 18       | 0        | 0        | 18       | 16.353418  | 16.334970 | 0.000000  | 16.303553 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.992808  | 
693   | 19       | 0        | 0        | 19       | 16.353418  | 16.335841 | 0.000000  | 16.309056 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.994744  | 
694   | 20       | 0        | 0        | 20       | 16.353418  | 16.335851 | 59.000000 | 16.310603 | 45.000 | 0.0000 | 0.018320 | 0.050000 | NO          | 1.997765  | 
695   | 21       | 0        | 0        | 1        | 16.353418  | 16.299110 | 59.000000 | 16.309933 | 45.000 | 0.0000 | 0.012274 | 0.050000 | NO          | 2.000010  | 
696   | 22       | 0        | 0        | 2        | 16.353418  | 16.350382 | 0.000000  | 16.310135 | 45.000 | 0.0000 | 0.012274 | 0.050000 | NO          | 2.002136  | 
697   | 23       | 0        | 0        | 3        | 16.353418  | 16.350528 | 0.000000  | 16.317407 | 45.000 | 0.0000 | 0.012274 | 0.050000 | NO          | 2.004523  | 
698   | 0        | 1        | 0        | 0        | 16.371311  | 16.371311 | 0.000000  | 16.320833 | 45.000 | 0.0000 | 0.012274 | 0.050000 | NO          | 2.006723  | 
699   | 1        | 0        | 0        | 1        | 16.371311  | 16.365676 | 0.000000  | 16.324544 | 45.000 | 0.0000 | 0.013502 | 0.050000 | NO          | 2.008751  | 
700   | 2        | 0        | 0        | 2        | 16.371311  | 16.298345 | 59.000000 | 16.324479 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.010711  | 
701   | 3        | 0        | 0        | 3        | 16.371311  | 16.297136 | 59.000000 | 16.323365 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.013110  | 
702   | 4        | 0        | 0        | 4        | 16.371311  | 16.336843 | 0.000000  | 16.323399 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.015466  | 
703   | 5        | 0        | 0        | 5        | 16.371311  | 16.335738 | 0.000000  | 16.324627 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.017661  | 
704   | 6        | 0        | 0        | 6        | 16.371311  | 16.344378 | 59.000000 | 16.324676 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.020072  | 
705   | 7        | 0        | 0        | 7        | 16.371311  | 16.341242 | 59.000000 | 16.325200 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.022356  | 
706   | 8        | 0        | 0        | 8        | 16.371311  | 16.335924 | 0.000000  | 16.325227 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.024447  | 
707   | 9        | 0        | 0        | 9        | 16.371311  | 16.334609 | 0.000000  | 16.326060 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.026393  | 
708   | 10       | 0        | 0        | 10       | 16.371311  | 16.346580 | 59.000000 | 16.326112 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.028345  | 
709   | 11       | 0        | 0        | 11       | 16.371311  | 16.343348 | 59.000000 | 16.326638 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.031036  | 
710   | 12       | 0        | 0        | 12       | 16.371311  | 16.334990 | 0.000000  | 16.326659 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.033231  | 
711   | 13       | 0        | 0        | 13       | 16.371311  | 16.333830 | 0.000000  | 16.327299 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.035278  | 
712   | 14       | 0        | 0        | 14       | 16.371311  | 16.351795 | 59.000000 | 16.327362 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.037691  | 
713   | 15       | 0        | 0        | 15       | 16.371311  | 16.348432 | 59.000000 | 16.327987 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.039892  | 
714   | 16       | 0        | 0        | 16       | 16.371311  | 16.335050 | 0.000000  | 16.328005 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.042024  | 
715   | 17       | 0        | 0        | 17       | 16.371311  | 16.334023 | 0.000000  | 16.328520 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.044118  | 
716   | 18       | 0        | 0        | 18       | 16.371311  | 16.366673 | 59.000000 | 16.329139 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.046933  | 
717   | 19       | 0        | 0        | 19       | 16.371311  | 16.342729 | 59.000000 | 16.329547 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.049100  | 
718   | 20       | 0        | 0        | 20       | 16.371311  | 16.336082 | 0.000000  | 16.329563 | 45.000 | 0.0000 | 0.013502 | 0.025000 | NO          | 2.051149  | 
719   | 21       | 0        | 0        | 1        | 16.371311  | 16.351041 | 0.000000  | 16.331661 | 45.000 | 0.0000 | 0.009046 | 0.025000 | NO          | 2.053255  | 
720   | 0        | 1        | 0        | 0        | 16.375007  | 16.375007 | 0.000000  | 16.332745 | 45.000 | 0.0000 | 0.009046 | 0.025000 | NO          | 2.063728  | 
721   | 0        | 1        | 0        | 0        | 16.378908  | 16.378908 | 59.000000 | 16.333507 | 45.000 | 0.0000 | 0.009951 | 0.025000 | NO          | 2.066533  | 
722   | 1        | 0        | 0        | 1        | 16.378908  | 16.325248 | 59.000000 | 16.333254 | 45.000 | 0.0000 | 0.010946 | 0.025000 | NO          | 2.068686  | 
723   | 2        | 0        | 0        | 2        | 16.378908  | 16.351997 | 0.000000  | 16.333301 | 45.000 | 0.0000 | 0.010946 | 0.025000 | NO          | 2.070798  | 
724   | 3        | 0        | 0        | 3        | 16.378908  | 16.351578 | 0.000000  | 16.335157 | 45.000 | 0.0000 | 0.010946 | 0.025000 | NO          | 2.072966  | 
725   | 0        | 1        | 0        | 0        | 16.382473  | 16.382473 | 59.000000 | 16.335275 | 45.000 | 0.0000 | 0.010946 | 0.025000 | NO          | 2.075024  | 
726   | 1        | 0        | 0        | 1        | 16.382473  | 16.378844 | 59.000000 | 16.336385 | 45.000 | 0.0000 | 0.012040 | 0.025000 | NO          | 2.076920  | 
727   | 2        | 0        | 0        | 2        | 16.382473  | 16.368383 | 0.000000  | 16.336465 | 45.000 | 0.0000 | 0.012040 | 0.025000 | NO          | 2.078832  | 
728   | 3        | 0        | 0        | 3        | 16.382473  | 16.367658 | 0.000000  | 16.339541 | 45.000 | 0.0000 | 0.012040 | 0.025000 | NO          | 2.080813  | 
729   | 0        | 1        | 0        | 0        | 16.388149  | 16.388149 | 59.000000 | 16.340140 | 45.000 | 0.0000 | 0.012040 | 0.025000 | NO          | 2.082870  | 
730   | 1        | 0        | 0        | 1        | 16.388149  | 16.370959 | 59.000000 | 16.340965 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.084767  | 
731   | 2        | 0        | 0        | 2        | 16.388149  | 16.371116 | 0.000000  | 16.341040 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.086933  | 
732   | 3        | 0        | 0        | 3        | 16.388149  | 16.370548 | 0.000000  | 16.343874 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.088955  | 
733   | 4        | 0        | 0        | 4        | 16.388149  | 16.358696 | 59.000000 | 16.343912 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.090913  | 
734   | 5        | 0        | 0        | 5        | 16.388149  | 16.355514 | 59.000000 | 16.344231 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.093008  | 
735   | 6        | 0        | 0        | 6        | 16.388149  | 16.376601 | 0.000000  | 16.344312 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.095040  | 
736   | 7        | 0        | 0        | 7        | 16.388149  | 16.375846 | 0.000000  | 16.347253 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.096965  | 
737   | 0        | 1        | 0        | 0        | 16.396990  | 16.396990 | 59.000000 | 16.348496 | 45.000 | 0.0000 | 0.013244 | 0.025000 | NO          | 2.098914  | 
738   | 1        | 0        | 0        | 1        | 16.396990  | 16.344152 | 59.000000 | 16.348375 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.100852  | 
739   | 2        | 0        | 0        | 2        | 16.396990  | 16.345633 | 0.000000  | 16.348368 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.102802  | 
740   | 3        | 0        | 0        | 3        | 16.396990  | 16.344590 | 0.000000  | 16.348012 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.104738  | 
741   | 4        | 0        | 0        | 4        | 16.396990  | 16.316774 | 59.000000 | 16.347934 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.106693  | 
742   | 5        | 0        | 0        | 5        | 16.396990  | 16.312075 | 59.000000 | 16.346903 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.108580  | 
743   | 6        | 0        | 0        | 6        | 16.396990  | 16.350872 | 0.000000  | 16.346912 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.110466  | 
744   | 7        | 0        | 0        | 7        | 16.396990  | 16.349603 | 0.000000  | 16.347145 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.112282  | 
745   | 8        | 0        | 0        | 8        | 16.396990  | 16.296326 | 59.000000 | 16.346990 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.114220  | 
746   | 9        | 0        | 0        | 9        | 16.396990  | 16.291381 | 59.000000 | 16.345337 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.116104  | 
747   | 10       | 0        | 0        | 10       | 16.396990  | 16.354776 | 0.000000  | 16.345361 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.117945  | 
748   | 11       | 0        | 0        | 11       | 16.396990  | 16.353481 | 0.000000  | 16.346079 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.119976  | 
749   | 12       | 0        | 0        | 12       | 16.396990  | 16.335045 | 59.000000 | 16.345850 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.122041  | 
750   | 13       | 0        | 0        | 13       | 16.396990  | 16.295660 | 59.000000 | 16.344354 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.130661  | 
751   | 14       | 0        | 0        | 14       | 16.396990  | 16.356980 | 0.000000  | 16.344386 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.132792  | 
752   | 15       | 0        | 0        | 15       | 16.396990  | 16.355561 | 0.000000  | 16.345383 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.134950  | 
753   | 16       | 0        | 0        | 16       | 16.396990  | 16.346047 | 59.000000 | 16.345399 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.137060  | 
754   | 17       | 0        | 0        | 17       | 16.396990  | 16.297407 | 59.000000 | 16.343969 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.139053  | 
755   | 18       | 0        | 0        | 18       | 16.396990  | 16.358219 | 0.000000  | 16.344005 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.141010  | 
756   | 19       | 0        | 0        | 19       | 16.396990  | 16.356965 | 0.000000  | 16.345176 | 45.000 | 0.0000 | 0.014569 | 0.025000 | NO          | 2.142980  | 
757   | 20       | 0        | 0        | 20       | 16.396990  | 16.325482 | 59.000000 | 16.344841 | 45.000 | 0.0001 | 0.014569 | 0.025000 | NO          | 2.144882  | 
758   | 21       | 0        | 0        | 1        | 16.396990  | 16.328178 | 59.000000 | 16.344344 | 45.000 | 0.0000 | 0.009761 | 0.025000 | NO          | 2.146825  | 
759   | 22       | 0        | 0        | 2        | 16.396990  | 16.382229 | 0.000000  | 16.344439 | 45.000 | 0.0000 | 0.009761 | 0.025000 | NO          | 2.148902  | 
760   | 23       | 0        | 0        | 3        | 16.396990  | 16.381542 | 0.000000  | 16.348157 | 45.000 | 0.0000 | 0.009761 | 0.025000 | NO          | 2.150825  | 
761   | 0        | 1        | 0        | 0        | 16.397443  | 16.397443 | 59.000000 | 16.349322 | 45.000 | 0.0000 | 0.009761 | 0.025000 | NO          | 2.152841  | 
762   | 1        | 0        | 0        | 1        | 16.397443  | 16.356976 | 59.000000 | 16.349535 | 45.000 | 0.0001 | 0.010737 | 0.025000 | NO          | 2.154901  | 
763   | 2        | 0        | 0        | 2        | 16.397443  | 16.381563 | 0.000000  | 16.349616 | 45.000 | 0.0000 | 0.010737 | 0.025000 | NO          | 2.156910  | 
764   | 3        | 0        | 0        | 3        | 16.397443  | 16.380983 | 0.000000  | 16.352800 | 45.000 | 0.0000 | 0.010737 | 0.025000 | NO          | 2.158805  | 
765   | 4        | 0        | 0        | 4        | 16.397443  | 16.367962 | 59.000000 | 16.352896 | 45.000 | 0.0001 | 0.010737 | 0.025000 | NO          | 2.160664  | 
766   | 5        | 0        | 0        | 5        | 16.397443  | 16.359074 | 59.000000 | 16.353065 | 45.000 | 0.0001 | 0.010737 | 0.025000 | NO          | 2.162583  | 
767   | 6        | 0        | 0        | 6        | 16.397443  | 16.388767 | 0.000000  | 16.353154 | 45.000 | 0.0000 | 0.010737 | 0.025000 | NO          | 2.164479  | 
768   | 7        | 0        | 0        | 7        | 16.397443  | 16.388034 | 0.000000  | 16.356640 | 45.000 | 0.0000 | 0.010737 | 0.025000 | NO          | 2.166316  | 
769   | 0        | 1        | 0        | 0        | 16.398237  | 16.398237 | 59.000000 | 16.357680 | 45.000 | 0.0001 | 0.010737 | 0.025000 | NO          | 2.168230  | 
770   | 1        | 0        | 0        | 1        | 16.398237  | 16.349165 | 59.000000 | 16.357441 | 45.000 | 0.0001 | 0.011811 | 0.025000 | NO          | 2.170294  | 
771   | 2        | 0        | 0        | 2        | 16.398237  | 16.386704 | 0.000000  | 16.357514 | 45.000 | 0.0000 | 0.011811 | 0.025000 | NO          | 2.172218  | 
772   | 3        | 0        | 0        | 3        | 16.398237  | 16.386290 | 0.000000  | 16.360285 | 45.000 | 0.0000 | 0.011811 | 0.025000 | NO          | 2.174074  | 
773   | 4        | 0        | 0        | 4        | 16.398237  | 16.385678 | 59.000000 | 16.360490 | 45.000 | 0.0001 | 0.011811 | 0.025000 | NO          | 2.175992  | 
774   | 5        | 0        | 0        | 5        | 16.398237  | 16.371717 | 59.000000 | 16.360789 | 45.000 | 0.0001 | 0.011811 | 0.025000 | NO          | 2.177854  | 
775   | 6        | 0        | 0        | 6        | 16.398237  | 16.395930 | 0.000000  | 16.360876 | 45.000 | 0.0000 | 0.011811 | 0.025000 | NO          | 2.179736  | 
776   | 7        | 0        | 0        | 7        | 16.398237  | 16.395101 | 0.000000  | 16.364204 | 45.000 | 0.0000 | 0.011811 | 0.025000 | NO          | 2.181513  | 
777   | 8        | 0        | 0        | 8        | 16.398237  | 16.382080 | 59.000000 | 16.364310 | 45.000 | 0.0001 | 0.011811 | 0.025000 | NO          | 2.183373  | 
778   | 9        | 0        | 0        | 9        | 16.398237  | 16.372869 | 59.000000 | 16.364538 | 45.000 | 0.0001 | 0.011811 | 0.025000 | NO          | 2.185187  | 
779   | 0        | 1        | 0        | 0        | 16.400605  | 16.400605 | 0.000000  | 16.364628 | 45.000 | 0.0000 | 0.011811 | 0.025000 | NO          | 2.187225  | 
780   | 1        | 0        | 0        | 1        | 16.400605  | 16.306457 | 0.000000  | 16.359856 | 45.000 | 0.0000 | 0.012992 | 0.025000 | NO          | 2.195552  | 
781   | 0        | 1        | 0        | 0        | 16.423166  | 16.423166 | 0.000000  | 16.360467 | 45.000 | 0.0001 | 0.012992 | 0.025000 | NO          | 2.197776  | 
782   | 1        | 0        | 0        | 1        | 16.423166  | 16.405485 | 59.000000 | 16.360580 | 45.000 | 0.0001 | 0.014291 | 0.025000 | NO          | 2.199712  | 
783   | 2        | 0        | 0        | 2        | 16.423166  | 16.399585 | 59.000000 | 16.361883 | 45.000 | 0.0001 | 0.014291 | 0.025000 | NO          | 2.201719  | 
